Customer_ID,Age,Gender,Income,Loyalty_Score,Purchase_Frequency,Item_Bought_1,Item_Bought_2,Item_Bought_3,Item_Bought_4
217,33.97018663486547,Male,11125.173759679274,5,High,Probiotics,,,
764,50.9554328550092,Female,42019.25451407353,4,High,Probiotics,Fish Oil,,
188,47.240410774242314,Female,28757.046972187603,5,High,Probiotics,,Vitamin D,
380,26.087317097118934,Female,70049.64164755803,2,High,,,,Vitamin D
493,41.62781914108534,Male,36342.15394617971,2,High,,Multivitamins,,
41,33.7324251381797,Female,47883.289260295816,1,High,,,,
157,25.125093360495015,Male,95006.73418945706,3,High,,Vitamin D,,
15,50.341473557726985,Female,72735.52078658226,4,High,Vitamin D,,,
813,38.180120810374525,Female,36708.26103923148,5,High,,,,
65,33.886749697442816,Female,76500.96826045532,2,High,,,Magnesium,
857,27.166491453650814,Female,45643.36889577994,3,High,Fish Oil,Magnesium,,
839,24.580948583899914,Female,76450.9994915195,3,High,Magnesium,,,
521,69.8315203587182,Male,51753.36046601888,4,High,Probiotics,Fish Oil,,
344,45.011779744449946,Male,40799.45029630416,4,High,,Magnesium,,
129,23.63306444195775,Male,38930.62920009271,4,High,,,,
648,44.317988474842196,Female,65752.56123191118,4,High,,,Multivitamins,
472,55.930242651933064,Male,78260.4253262648,2,High,,Multivitamins,,
63,,Male,67448.00885878871,4,High,,Probiotics,,
139,60.610320131996865,Female,51347.18660140827,3,High,Multivitamins,,,
499,16.857802868950493,Female,24053.124635935557,3,High,,,,
593,10.130169289296841,Male,47212.98405042408,5,High,,Probiotics,,
392,43.9077613278063,Male,34959.332435193195,3,High,Multivitamins,,,
675,44.14744215060825,Male,87371.38686510336,3,High,Magnesium,,,
419,-10.092502673813634,Male,52030.322850778124,2,High,Probiotics,Multivitamins,,
289,30.646358631969772,Male,66007.60219718695,3,High,,Probiotics,,Multivitamins
379,24.87006528424817,Male,53126.872411811746,1,High,,Multivitamins,,
773,,Male,68593.70994315602,3,High,,,,
490,24.834373530852837,Female,74363.48045876731,5,High,,,,Probiotics
231,48.93681702399039,Male,106569.09445872922,5,High,,Multivitamins,,
41,24.738924680654375,Female,50881.49026763345,4,High,,Magnesium,,
28,25.253167981272377,Female,80862.11269418403,2,High,Magnesium,,,
135,15.717920367134816,Female,65558.3409058929,5,High,Vitamin D,,,
201,59.03364463773739,Male,48437.52673790805,1,High,,Fish Oil,,
840,46.519485482059515,Male,49865.1196253595,1,High,Vitamin D,,,
780,2.6146569564564857,Female,69418.04859979048,4,High,Vitamin D,Multivitamins,,
33,25.266398811652202,Male,54067.95534093456,2,High,,,Probiotics,
48,47.92776826592389,Male,62098.707472267924,2,High,Magnesium,Vitamin D,,
503,59.22088823474255,Female,73292.91178793767,3,High,Probiotics,Multivitamins,,
407,52.61258139049985,Male,109906.04738338667,1,High,,,,
574,34.66475634613172,Female,60649.68863371783,1,High,Probiotics,,,
728,11.029347088104423,Female,37436.531358299806,1,High,,,,
805,53.053734908669654,Female,67959.78604928519,1,High,,,,
99,35.54654723019243,Female,50319.41326181722,5,High,Probiotics,Fish Oil,,
684,41.032930219226046,Male,97872.16068857381,2,High,Fish Oil,,,
872,37.338693426872545,Female,50057.74085655154,3,High,Fish Oil,,,
726,19.66705750635598,Male,60367.941342791986,5,High,,,Vitamin D,
547,45.463753183344835,Male,72458.27819398385,2,High,Probiotics,Magnesium,,
739,43.396885466701704,Male,69826.01484287984,4,High,Probiotics,Probiotics,,
613,33.613167356278026,Male,87803.85020444806,1,High,Fish Oil,,,
462,47.06658699793731,Female,73349.67218864504,3,High,Multivitamins,,,
643,19.39000678865041,Female,106858.93484920204,2,High,,,,
769,35.96495836175337,Female,68989.84999422856,4,High,,Vitamin D,,
5,40.39191209403683,Female,85982.07128108865,1,High,Fish Oil,Probiotics,,
218,13.976085517974067,Female,50614.98058081427,4,High,,Multivitamins,,
503,39.1435508374592,Male,99496.4718576847,4,High,Magnesium,Vitamin D,,
767,51.00467720021944,Female,53046.0789480086,5,High,,,,
398,35.45153613935698,Male,89720.66742665676,4,High,,,,
871,39.48827646228484,Male,77838.37465828692,5,High,,,Multivitamins,
795,48.4351605885125,Female,61333.38917141371,5,High,Magnesium,,,
393,34.18299836700591,Male,89913.42352804435,4,High,Magnesium,,Probiotics,
207,35.533039006835665,Male,59760.23214438515,2,High,Multivitamins,,,
15,22.349447282012992,Female,87367.71596830587,4,High,,,Probiotics,
858,39.77594834018852,Female,67560.98718249559,4,High,,Multivitamins,,
554,34.977272745928296,Female,52455.670739460256,2,High,Fish Oil,,,
461,47.486346925799836,Male,66405.36009860424,1,High,,Multivitamins,,
691,48.45189931274859,Female,60682.07259774475,3,High,Magnesium,Vitamin D,,
575,51.868135585193215,Female,51149.667676955185,1,High,,,,
864,32.37609473657304,Male,64659.716402220685,4,High,Magnesium,,,
743,7.35128371563826,Female,68073.73410348549,1,High,Multivitamins,Fish Oil,,
241,51.12459619697162,Male,10909.30186361303,3,High,Vitamin D,,,
564,46.46681446146114,Male,70027.27170871117,1,High,Magnesium,,,
96,30.470625929708653,Female,74822.09593383489,3,High,,,,
734,48.32410299351006,Male,89032.914847938,1,High,,,,
485,18.271152962256377,Male,35279.98754758218,5,High,,,,
407,55.45360319305412,Female,39649.92068225902,4,High,,,,
231,34.99563172308925,Female,64185.46328601686,3,High,,,,
749,27.56608580492657,Female,45741.481028348375,4,High,,,Magnesium,
655,30.674476656416687,Male,36204.82510391768,5,High,,,,Probiotics
171,36.52772520999682,Male,51731.88729243161,1,High,Fish Oil,Vitamin D,,
541,39.819818900508054,Female,,4,High,Probiotics,Multivitamins,,
36,40.7242042059911,Female,39687.00750410894,1,High,,Fish Oil,,
525,33.555888340628144,Female,39553.590636392284,1,High,Magnesium,,,
160,43.003593601922184,Male,57573.62426381004,4,High,,,,
839,40.124189115001506,Female,31027.44815020798,3,High,,,,
699,30.286405066384013,Male,30705.64241965017,3,High,Magnesium,Vitamin D,Vitamin D,
243,28.02714063368104,Female,61430.17703290907,4,High,Fish Oil,,,
86,49.125483143422564,Male,90112.86347175957,3,High,,Vitamin D,,
796,47.86489053996858,Male,74660.82669757829,2,High,,,,Probiotics
578,40.85704532741895,Female,84452.37281050965,1,High,,Fish Oil,,Magnesium
682,53.86293198985302,Male,23898.79469729837,4,High,,Probiotics,,
557,10.580085157485481,Male,31827.984700144727,5,High,,Magnesium,,
574,31.534080377399455,Female,60213.00366679446,4,High,Fish Oil,,,
646,,Female,76724.44071245768,4,High,,Multivitamins,,
796,73.84408397706775,Male,72760.87744993395,1,High,,,,
28,50.698297305939796,Male,33116.69728838917,5,High,,Probiotics,,
620,38.81407024512586,Male,82714.14049952918,1,High,,,,
556,51.77485868269235,Female,58373.02576177625,3,High,Probiotics,,,
340,56.744134956326725,Male,75554.55464725042,4,High,Fish Oil,,,
798,56.584475372861064,Male,47898.44884940356,1,High,,Probiotics,,
331,53.8255522765053,Female,29125.24625359745,2,High,,,,
640,36.061895150769075,Female,,4,High,Probiotics,Multivitamins,,
506,32.479518707740716,Female,69392.93771600649,3,High,Multivitamins,,,
348,25.567162300289723,Female,35087.51300827378,1,High,,,,
473,47.53670900093511,Female,46636.54565616891,1,High,Probiotics,,Probiotics,
231,37.615963970068286,Male,73721.74252228394,2,High,,,,
190,33.72293454224206,Male,64120.712162128155,3,High,Vitamin D,,,
225,32.940079574082965,Male,70033.84342620292,2,High,,Vitamin D,,
385,61.752889459520325,Female,49512.93221585192,4,High,Probiotics,,,
377,54.29020619262507,Female,88462.5383020316,5,High,,Probiotics,,
283,67.45590784192248,Female,57776.99099671235,1,High,Probiotics,,,
633,,Male,12650.845739249562,2,High,Magnesium,Magnesium,,
628,40.85431660382347,Female,62138.7787977684,1,High,,,,
745,39.618963238826126,Female,,1,High,Magnesium,,,
259,24.69547679107791,Female,65941.53413003156,2,High,,,,
359,21.07871512372899,Male,51467.27790893089,1,High,,Multivitamins,,
710,47.61011532839312,Female,20925.62656877868,3,High,,,,
456,,Female,47000.543959720984,3,High,Magnesium,,,
411,43.17186630800854,Male,48888.97723230115,5,High,Magnesium,,,
649,56.73200024642817,Female,46816.17998610777,3,High,,,,
318,30.018191004536554,Female,72239.2730881519,2,High,,Vitamin D,,
677,70.15722451887368,Female,53331.53913198368,3,High,Vitamin D,Probiotics,,
225,25.139573185838508,Male,87633.50211138188,5,High,Probiotics,,,
819,54.85292134734769,Female,55488.80510611153,4,High,Magnesium,,,
234,46.37134271698543,Female,84317.68376267192,4,High,,,,
684,57.91142874919227,Male,,2,High,,,,
664,23.257035829604654,Male,65276.23790659804,5,High,Multivitamins,,,
827,74.60531375430416,Female,46342.70215668451,3,High,,Vitamin D,,
374,,Male,32987.32483081984,5,High,Magnesium,,,
672,50.149719089489224,Female,58533.46491579853,1,High,Magnesium,,,
608,61.66731233419752,Male,93736.93370504328,5,High,,,,
472,30.930068987571765,Female,50826.05837182638,3,High,,Multivitamins,,
233,52.38589544420768,Female,47652.59195265091,2,High,,,,
692,,Female,56561.60340885844,1,High,Magnesium,,,
113,60.95442370686759,Male,95363.75888085621,5,High,Vitamin D,,,
830,28.597289031568994,Male,75738.73931455165,4,High,,,,
497,40.57760473743639,Female,84285.25852415657,3,High,,Probiotics,,
442,44.591810515179404,Female,20393.216104957515,2,High,Fish Oil,Probiotics,,
564,51.764496545839236,Female,43507.38901622204,3,High,,,,Fish Oil
268,69.52714462639818,Female,44201.31645436393,5,High,Magnesium,,,
510,33.22046515578266,Male,82721.75039472502,2,High,Magnesium,,,
807,57.081021614104095,Male,73197.60055333325,4,High,Magnesium,,,
386,,Female,81117.81745218778,1,High,Multivitamins,,,Vitamin D
387,42.48600041297376,Male,22488.240013847455,5,High,,Fish Oil,Multivitamins,
113,31.74800874819563,Male,82206.76008325662,2,High,,,,
613,14.049493908470627,Male,73186.52779274757,1,High,Probiotics,,,
625,68.24913651116593,Female,41518.1230593163,2,High,Multivitamins,,,
81,36.33333505113455,Female,56061.49547041638,5,High,Probiotics,,,
699,24.979622511541734,Male,42128.27644575668,2,High,,Fish Oil,,
113,19.625048736853557,Male,58067.82570780248,4,High,,,,
2,24.951787144149378,Female,68987.1098392271,2,High,Probiotics,,,
642,53.795579398407476,Female,88084.39136301771,5,High,,Magnesium,Vitamin D,
220,55.868027915121075,Female,41211.61293262073,2,High,,,,
566,49.78182807183305,Male,50615.675035954824,1,High,Multivitamins,,,
855,41.985067410300466,Male,37941.41557438519,1,High,,,,
736,21.317191157479964,Male,,3,High,,Fish Oil,,
225,29.050885811469286,Female,28488.369845112014,3,High,Multivitamins,Probiotics,,
385,,Female,63540.27724822109,4,High,,,Fish Oil,
403,48.592315082893975,Female,35484.24020896621,1,High,Vitamin D,,,
638,24.050312817074435,Female,60916.23869802538,3,High,Probiotics,Multivitamins,,
130,29.286308334196114,Female,83118.23451888464,2,High,Multivitamins,Magnesium,,
53,37.2476913550224,Male,49774.744717506255,4,High,,Vitamin D,,
684,14.952997703554793,Male,64417.400815987785,5,High,Magnesium,Fish Oil,,
730,40.7015714626127,Male,42136.67578673691,3,High,,,,
672,,Female,57751.383591306425,3,High,Probiotics,,,Magnesium
710,57.763137189425365,Male,28842.008136611734,1,High,,,,
416,27.702016824493718,Female,74154.31813594187,4,High,Vitamin D,,,
247,20.512067225314965,Male,51690.7189883948,1,High,,,,
836,34.389105256130726,Male,55823.41903106656,1,High,,Vitamin D,,
439,23.52863059845976,Female,61384.0800647061,4,High,,Vitamin D,,
203,,Male,20665.115092319247,2,High,,,,Probiotics
184,,Male,46155.35066448828,3,High,,,,
123,30.91981894934078,Male,62704.81482506675,1,High,Magnesium,,,
401,26.074424952666703,Male,56801.60539728912,3,High,,Fish Oil,,
767,48.51635615629103,Male,103546.90971586596,4,High,,,,
294,27.84152935561952,Male,85174.35242108151,2,High,,Magnesium,,
280,13.958563621022513,Male,62791.90049549986,5,High,,,,
837,36.97269854598177,Female,39550.017365444524,2,High,Fish Oil,,,
610,44.798292104117635,Male,50101.31168963447,4,High,,,,
198,35.931922101089114,Female,73162.69785382635,2,High,,,,
511,30.830158311713383,Male,61532.42270035001,5,High,Probiotics,Fish Oil,,
752,29.92656849123606,Female,85522.08363971778,1,High,,,,
144,41.694220486630506,Female,61374.068054480354,2,High,,,Magnesium,Probiotics
609,26.658268761406777,Male,62316.68281909209,4,High,Multivitamins,Multivitamins,Multivitamins,
201,35.072755428841994,Female,92484.24326824867,2,High,Multivitamins,,Multivitamins,
124,51.25669856331061,Female,38068.718705339415,5,High,Magnesium,,,
187,20.48015381641532,Male,94677.15086836593,4,High,Probiotics,Fish Oil,,
326,39.34499470389592,Female,75392.65626094281,2,High,Vitamin D,,,
464,13.165158808044929,Male,124709.4040617057,4,High,Vitamin D,,,
349,43.4189450501493,Female,45971.35258659164,5,High,,,,
771,25.317861838014082,Female,92588.0754022047,1,High,,Probiotics,,
660,55.293877195461924,Female,62677.43751331586,5,High,Fish Oil,,,
764,17.845790355319767,Female,56288.31598795028,1,High,Probiotics,,,
403,46.63118555201512,Male,66098.04473602236,3,High,Vitamin D,,,
346,58.3169661778974,Male,62504.294922241104,5,High,Vitamin D,Magnesium,,
511,24.53965897869297,Male,44421.68097419946,1,High,,Multivitamins,,
147,,Male,57367.242656957606,3,High,,Probiotics,,
148,25.83706533435104,Male,66142.13369345086,3,High,Fish Oil,,,
864,32.71205967393544,Female,51496.88768836548,3,High,,,,
711,47.76132698784198,Male,70808.82974605056,4,High,,Probiotics,,
820,31.487425991693144,Female,54083.15170270252,5,High,Probiotics,,,
489,23.185626621904646,Male,69166.90597007629,5,High,Vitamin D,,,
640,9.718694401250644,Male,66754.3226446167,5,High,,,Multivitamins,Vitamin D
551,64.02921259768594,Male,69026.64731423008,10,High,Magnesium,,,
338,65.20743445621972,Male,33025.723155835934,4,High,Fish Oil,,,Fish Oil
872,48.40355559232685,Female,81941.65617443886,5,High,,,,
641,27.844244583625226,Male,42679.22810374021,1,High,,Vitamin D,,Fish Oil
779,,Female,56282.93209719609,3,High,Vitamin D,,,
473,54.230603762395994,Female,47083.191592559,4,High,Multivitamins,,,
151,36.18627802880899,Male,61426.96940022241,4,High,,Probiotics,,
415,40.62052815998336,Female,,5,High,Vitamin D,,,
298,58.47652344234238,Female,73023.86213094361,3,High,Fish Oil,,,
611,15.393079644153875,Male,60877.66074021886,1,High,,,,Multivitamins
263,54.97634234683261,Female,52166.296436786746,3,High,Magnesium,Fish Oil,,
764,35.3626928296523,Male,24051.836002265067,2,High,Probiotics,,,
144,23.311325469834244,Male,77686.46931599296,3,High,,Magnesium,Magnesium,
346,24.545402900584918,Female,70350.72354391457,1,High,Magnesium,Probiotics,,
624,27.029167982213675,Female,78502.48370243589,1,High,,,,
572,21.848939198481954,Female,56292.12906630611,1,High,Vitamin D,,,
2,,Female,67138.65844426412,4,High,Vitamin D,Vitamin D,,
304,47.368044077515016,Female,46932.158441396896,4,High,,,,Multivitamins
254,55.96724130412852,Female,45103.93403029478,2,High,,Probiotics,Fish Oil,
652,48.43552437425017,Female,54327.96778942372,3,High,Vitamin D,Fish Oil,,
453,40.9184141270526,Male,78436.13844438258,5,High,Fish Oil,,,
37,41.12132985048448,Male,54504.518523454244,2,High,,,,
160,,Male,58918.28147385038,5,High,,Multivitamins,,
9,35.263264353397446,Female,64848.896437596624,5,High,Probiotics,,,
233,18.878449392806626,Female,60506.85396380782,2,High,Multivitamins,,,
99,56.227392265603946,Female,80286.74473246642,3,High,Probiotics,,,
659,12.801500709954318,Male,45038.63495824524,5,High,,,,
816,24.120841142062012,Male,61994.856682903475,4,High,,,,
208,70.18051196440916,Male,69484.55547134638,4,High,,,,
131,42.0425932459724,Female,27154.41198448014,2,High,,Magnesium,,
404,42.66565667545298,Male,65320.98872744664,5,High,Multivitamins,,,
152,49.56007821651593,Male,86840.4850902493,2,High,,,,
54,16.894937603179066,Female,52990.18382682939,4,High,Vitamin D,Magnesium,,
120,19.093099502949652,Male,38299.16678328838,2,High,,,,Probiotics
673,,Male,69340.66595096927,5,High,,,,
628,26.449585636784647,Male,63589.74553407031,5,High,Probiotics,Magnesium,,
587,38.87566052485899,Female,90448.93450526809,4,High,,,,
625,,Male,68753.3590659753,1,High,,Magnesium,Magnesium,
420,,Female,41129.05807034101,1,High,Vitamin D,,,
422,52.16632509684386,Female,40225.035933420295,3,High,Fish Oil,,,
104,25.085849324665684,Male,77196.38179308997,4,High,,Vitamin D,,
852,34.37553883078311,Male,67138.23650716644,3,High,,,,
254,30.29582243125578,Female,58835.61128906686,4,High,Magnesium,,,
227,24.751586814814758,Female,63447.764089411154,5,High,,Magnesium,Fish Oil,
112,21.337373309832515,Female,68838.71775961746,4,High,,Vitamin D,Probiotics,
510,64.96468581586811,Female,67456.39851688354,2,High,,,,
473,40.15963364848975,Female,29890.45714553714,3,High,,,,
99,36.63654690092878,Male,84333.94030341564,4,High,,,,
153,47.263863498914525,Female,85672.21465970585,3,High,,Fish Oil,,Fish Oil
861,48.006191556123596,Male,96202.56812270588,4,High,Probiotics,,Vitamin D,
878,56.78238480559632,Female,91852.11111088833,1,High,,Fish Oil,,
338,28.845075799498517,Male,88450.9153472836,3,High,Fish Oil,,,Multivitamins
706,46.0408332530923,Female,54270.277171087204,5,High,Multivitamins,Probiotics,,
822,26.33239035473757,Male,66027.3895497406,5,High,Fish Oil,,,
163,37.147630843919075,Male,83339.97583272737,4,High,,,,
720,40.85113850743081,Female,23984.955291796156,5,High,,,,
681,42.31725993578592,Female,55626.42336054629,5,High,Magnesium,Magnesium,,
161,41.654816587707856,Male,25892.581058145108,3,High,Magnesium,,,
580,52.02746473817379,Male,65605.63268076225,4,High,,Multivitamins,Probiotics,
801,31.045174135363418,Male,85316.15879684762,3,High,,,,
398,42.72511409355207,Female,60375.96629118957,4,High,Multivitamins,,,
277,28.616427407194,Female,48615.535807313994,5,High,,,,
816,83.81128848828821,Female,65663.30026800357,4,High,,,,
504,26.307035233545555,Female,68249.22330365286,4,High,Multivitamins,Multivitamins,,
392,29.49021018483168,Male,69658.936588904,2,High,Multivitamins,,Probiotics,
135,53.2397211551968,Female,35701.20993793822,4,High,Magnesium,Magnesium,,
195,33.558022847482626,Female,64869.70787751823,2,High,Magnesium,,,
401,53.24569191551544,Female,63683.36213287492,3,High,,Fish Oil,,
640,42.29533890588827,Female,78965.90002101265,2,High,Probiotics,Vitamin D,,Fish Oil
33,33.95216100169315,Female,58487.82932750266,3,High,Fish Oil,,,
688,28.70866976312834,Male,99484.4820968993,4,High,Multivitamins,,Magnesium,
460,28.167451575446908,Female,61646.70498662103,3,High,,,,
470,34.11518496230887,Male,50438.40193260169,5,High,Multivitamins,,,
375,37.38405522482803,Female,39937.69621254268,4,High,Vitamin D,,,
22,27.521781348641888,Female,49722.86398282843,2,High,Fish Oil,,,
750,38.36151354720183,Female,44020.284815771556,1,High,Probiotics,,,
670,23.588270609979887,Female,56879.580758006814,4,High,,Fish Oil,Vitamin D,
38,51.33851824894528,Male,93734.52973639892,5,High,,Probiotics,,
230,,Male,30813.821876493254,3,High,,,,
365,29.435122146872033,Female,32218.32487640554,2,High,Probiotics,,Probiotics,
563,28.597404173271695,Male,55307.289818760706,2,High,,,,
438,42.66875210514809,Male,32741.548992950102,5,High,Fish Oil,,,
776,58.98049139547347,Female,40361.2698757834,5,High,Fish Oil,Probiotics,,
283,62.2999549637976,Male,66783.19771221008,4,High,Vitamin D,,Magnesium,
27,18.95885915145599,Male,58947.924155753244,1,High,,,,
226,55.09457244477286,Female,68770.19231118997,1,High,Magnesium,,,
277,39.07669993097208,Female,71821.16040523259,3,High,,Probiotics,,
798,39.367154493091974,Male,86851.8785435169,2,High,Vitamin D,,,
609,47.570685484758414,Female,67580.6674422429,4,High,,,,
284,32.78563794375829,Female,84099.61965079585,2,High,,,Probiotics,
879,56.45050948162457,Female,62141.49006597578,4,High,,,,
481,61.3594340765471,Male,67808.60123893477,5,High,Vitamin D,Magnesium,,
453,61.91926416302855,Female,67550.41159607399,3,High,Vitamin D,,,
829,12.3412781760208,Female,65691.16002044689,5,High,,,,
